NO	DATE1	JISCODE1	PNAME1	GNAME1	CNAME1	WEIGHT	DATE2	JISCODE2	PNAME2	GNAME2	CNAME2
394	19701001	3203	岩手県		大船渡市	1	20151001	3203	岩手県		大船渡市
2660	19701001	3204	岩手県		水沢市	1	20151001	3215	岩手県		奥州市
2375	19701001	3205	岩手県		花巻市	1	20151001	3205	岩手県		花巻市
335	19701001	3206	岩手県		北上市	1	20151001	3206	岩手県		北上市
2748	19701001	3207	岩手県		久慈市	1	20151001	3207	岩手県		久慈市
2038	19701001	3208	岩手県		遠野市	1	20151001	3208	岩手県		遠野市
1998	19701001	3209	岩手県		一関市	1	20151001	3209	岩手県		一関市
3581	19701001	3210	岩手県		陸前高田市	1	20151001	3210	岩手県		陸前高田市
3582	19701001	3211	岩手県		釜石市	1	20151001	3211	岩手県		釜石市
2661	19701001	3212	岩手県		江刺市	1	20151001	3215	岩手県		奥州市
3583	19701001	3301	岩手県	岩手郡	雫石町	1	20151001	3301	岩手県	岩手郡	雫石町
3584	19701001	3302	岩手県	岩手郡	葛巻町	1	20151001	3302	岩手県	岩手郡	葛巻町
3585	19701001	3303	岩手県	岩手郡	岩手町	1	20151001	3303	岩手県	岩手郡	岩手町
1979	19701001	3304	岩手県	岩手郡	西根町	1	20151001	3214	岩手県		八幡平市
3586	19701001	3305	岩手県	岩手郡	滝沢村	1	20151001	3216	岩手県		滝沢市
1980	19701001	3306	岩手県	岩手郡	松尾村	1	20151001	3214	岩手県		八幡平市
2585	19701001	3307	岩手県	岩手郡	玉山村	1	20151001	3201	岩手県		盛岡市
3587	19701001	3321	岩手県	紫波郡	紫波町	1	20151001	3321	岩手県	紫波郡	紫波町
3588	19701001	3322	岩手県	紫波郡	矢巾町	1	20151001	3322	岩手県	紫波郡	矢巾町
343	19701001	3323	岩手県	紫波郡	都南村	1	20151001	3201	岩手県		盛岡市
2376	19701001	3341	岩手県	稗貫郡	大迫町	1	20151001	3205	岩手県		花巻市
2377	19701001	3342	岩手県	稗貫郡	石鳥谷町	1	20151001	3205	岩手県		花巻市
2378	19701001	3361	岩手県	和賀郡	東和町	1	20151001	3205	岩手県		花巻市
333	19701001	3362	岩手県	和賀郡	和賀町	1	20151001	3206	岩手県		北上市
2281	19701001	3363	岩手県	和賀郡	湯田町	1	20151001	3366	岩手県	和賀郡	西和賀町
334	19701001	3364	岩手県	和賀郡	江釣子村	1	20151001	3206	岩手県		北上市
2282	19701001	3365	岩手県	和賀郡	沢内村	1	20151001	3366	岩手県	和賀郡	西和賀町
3589	19701001	3381	岩手県	胆沢郡	金ヶ崎町	1	20151001	3381	岩手県	胆沢郡	金ヶ崎町
2662	19701001	3382	岩手県	胆沢郡	前沢町	1	20151001	3215	岩手県		奥州市
2663	19701001	3383	岩手県	胆沢郡	胆沢町	1	20151001	3215	岩手県		奥州市
2664	19701001	3384	岩手県	胆沢郡	衣川村	1	20151001	3215	岩手県		奥州市
1999	19701001	3401	岩手県	西磐井郡	花泉町	1	20151001	3209	岩手県		一関市
3590	19701001	3402	岩手県	西磐井郡	平泉町	1	20151001	3402	岩手県	西磐井郡	平泉町
2000	19701001	3421	岩手県	東磐井郡	大東町	1	20151001	3209	岩手県		一関市
3591	19701001	3422	岩手県	東磐井郡	藤沢町	1	20151001	3209	岩手県		一関市
2001	19701001	3423	岩手県	東磐井郡	千厩町	1	20151001	3209	岩手県		一関市
2002	19701001	3424	岩手県	東磐井郡	東山町	1	20151001	3209	岩手県		一関市
2003	19701001	3425	岩手県	東磐井郡	室根村	1	20151001	3209	岩手県		一関市
2004	19701001	3426	岩手県	東磐井郡	川崎村	1	20151001	3209	岩手県		一関市
3592	19701001	3441	岩手県	気仙郡	住田町	1	20151001	3441	岩手県	気仙郡	住田町
393	19701001	3442	岩手県	気仙郡	三陸町	1	20151001	3203	岩手県		大船渡市
3593	19701001	3461	岩手県	上閉伊郡	大槌町	1	20151001	3461	岩手県	上閉伊郡	大槌町
2039	19701001	3462	岩手県	上閉伊郡	宮守村	1	20151001	3208	岩手県		遠野市
1904	19701001	3481	岩手県	下閉伊郡	田老町	1	20151001	3202	岩手県		宮古市
3594	19701001	3482	岩手県	下閉伊郡	山田町	1	20151001	3482	岩手県	下閉伊郡	山田町
3595	19701001	3483	岩手県	下閉伊郡	岩泉町	1	20151001	3483	岩手県	下閉伊郡	岩泉町
3596	19701001	3484	岩手県	下閉伊郡	田野畑村	1	20151001	3484	岩手県	下閉伊郡	田野畑村
3597	19701001	3485	岩手県	下閉伊郡	普代村	1	20151001	3485	岩手県	下閉伊郡	普代村
1905	19701001	3486	岩手県	下閉伊郡	新里村	1	20151001	3202	岩手県		宮古市
3181	19701001	3487	岩手県	下閉伊郡	川井村	1	20151001	3202	岩手県		宮古市
3598	19701001	3501	岩手県	九戸郡	軽米町	1	20151001	3501	岩手県	九戸郡	軽米町
2382	19701001	3502	岩手県	九戸郡	種市町	1	20151001	3507	岩手県	九戸郡	洋野町
3599	19701001	3503	岩手県	九戸郡	野田村	1	20151001	3503	岩手県	九戸郡	野田村
2749	19701001	3504	岩手県	九戸郡	山形村	1	20151001	3207	岩手県		久慈市
2383	19701001	3505	岩手県	九戸郡	大野村	1	20151001	3507	岩手県	九戸郡	洋野町
3600	19701001	3506	岩手県	九戸郡	九戸村	1	20151001	3506	岩手県	九戸郡	九戸村
2380	19701001	3521	岩手県	二戸郡	浄法寺町	1	20151001	3213	岩手県		二戸市
122	19701001	3522	岩手県	二戸郡	福岡町	1	20151001	3213	岩手県		二戸市
1981	19701001	3523	岩手県	二戸郡	安代町	1	20151001	3214	岩手県		八幡平市
3601	19701001	3524	岩手県	二戸郡	一戸町	1	20151001	3524	岩手県	二戸郡	一戸町
123	19701001	3525	岩手県	二戸郡	金田一村	1	20151001	3213	岩手県		二戸市
296	19701001	4201	宮城県		仙台市	1	20151001	4100	宮城県	仙台市	
1647	19701001	4202	宮城県		石巻市	1	20151001	4202	宮城県		石巻市
3602	19701001	4203	宮城県		塩竈市	1	20151001	4203	宮城県		塩竈市
2980	19701001	4204	宮城県		古川市	1	20151001	4215	宮城県		大崎市
2988	19701001	4205	宮城県		気仙沼市	1	20151001	4205	宮城県		気仙沼市
3603	19701001	4206	宮城県		白石市	1	20151001	4206	宮城県		白石市
3604	19701001	4207	宮城県		名取市	1	20151001	4207	宮城県		名取市
3605	19701001	4208	宮城県		角田市	1	20151001	4208	宮城県		角田市
3610	19701001	4301	宮城県	刈田郡	蔵王町	1	20151001	4301	宮城県	刈田郡	蔵王町
3611	19701001	4302	宮城県	刈田郡	七ヶ宿町	1	20151001	4302	宮城県	刈田郡	七ヶ宿町
3612	19701001	4321	宮城県	柴田郡	大河原町	1	20151001	4321	宮城県	柴田郡	大河原町
3613	19701001	4322	宮城県	柴田郡	村田町	1	20151001	4322	宮城県	柴田郡	村田町
3614	19701001	4323	宮城県	柴田郡	柴田町	1	20151001	4323	宮城県	柴田郡	柴田町
3615	19701001	4324	宮城県	柴田郡	川崎町	1	20151001	4324	宮城県	柴田郡	川崎町
3616	19701001	4341	宮城県	伊具郡	丸森町	1	20151001	4341	宮城県	伊具郡	丸森町
3617	19701001	4361	宮城県	亘理郡	亘理町	1	20151001	4361	宮城県	亘理郡	亘理町
3618	19701001	4362	宮城県	亘理郡	山元町	1	20151001	4362	宮城県	亘理郡	山元町
3608	19701001	4381	宮城県	名取郡	岩沼町	1	20151001	4211	宮城県		岩沼市
307	19701001	4382	宮城県	名取郡	秋保町	1	20151001	4100	宮城県	仙台市	
3619	19701001	4401	宮城県	宮城郡	松島町	1	20151001	4401	宮城県	宮城郡	松島町
3606	19701001	4402	宮城県	宮城郡	多賀城町	1	20151001	4209	宮城県		多賀城市
305	19701001	4403	宮城県	宮城郡	泉町	1	20151001	4100	宮城県	仙台市	
3620	19701001	4404	宮城県	宮城郡	七ヶ浜町	1	20151001	4404	宮城県	宮城郡	七ヶ浜町
295	19701001	4405	宮城県	宮城郡	宮城町	1	20151001	4100	宮城県	仙台市	
3621	19701001	4406	宮城県	宮城郡	利府町	1	20151001	4406	宮城県	宮城郡	利府町
3622	19701001	4421	宮城県	黒川郡	大和町	1	20151001	4421	宮城県	黒川郡	大和町
3623	19701001	4422	宮城県	黒川郡	大郷町	1	20151001	4422	宮城県	黒川郡	大郷町
3624	19701001	4423	宮城県	黒川郡	富谷町	1	20151001	4423	宮城県	黒川郡	富谷町
3625	19701001	4424	宮城県	黒川郡	大衡村	1	20151001	4424	宮城県	黒川郡	大衡村
420	19701001	4441	宮城県	加美郡	中新田町	1	20151001	4445	宮城県	加美郡	加美町
421	19701001	4442	宮城県	加美郡	小野田町	1	20151001	4445	宮城県	加美郡	加美町
422	19701001	4443	宮城県	加美郡	宮崎町	1	20151001	4445	宮城県	加美郡	加美町
3626	19701001	4444	宮城県	加美郡	色麻村	1	20151001	4444	宮城県	加美郡	色麻町
2981	19701001	4461	宮城県	志田郡	松山町	1	20151001	4215	宮城県		大崎市
2982	19701001	4462	宮城県	志田郡	三本木町	1	20151001	4215	宮城県		大崎市
2983	19701001	4463	宮城県	志田郡	鹿島台町	1	20151001	4215	宮城県		大崎市
2984	19701001	4481	宮城県	玉造郡	岩出山町	1	20151001	4215	宮城県		大崎市
2985	19701001	4482	宮城県	玉造郡	鳴子町	1	20151001	4215	宮城県		大崎市
3628	19701001	4501	宮城県	遠田郡	涌谷町	1	20151001	4501	宮城県	遠田郡	涌谷町
2986	19701001	4502	宮城県	遠田郡	田尻町	1	20151001	4215	宮城県		大崎市
2385	19701001	4503	宮城県	遠田郡	小牛田町	1	20151001	4505	宮城県	遠田郡	美里町
2386	19701001	4504	宮城県	遠田郡	南郷町	1	20151001	4505	宮城県	遠田郡	美里町
1655	19701001	4521	宮城県	栗原郡	築館町	1	20151001	4213	宮城県		栗原市
1656	19701001	4522	宮城県	栗原郡	若柳町	1	20151001	4213	宮城県		栗原市
1657	19701001	4523	宮城県	栗原郡	栗駒町	1	20151001	4213	宮城県		栗原市
1658	19701001	4524	宮城県	栗原郡	高清水町	1	20151001	4213	宮城県		栗原市
1659	19701001	4525	宮城県	栗原郡	一迫町	1	20151001	4213	宮城県		栗原市
1660	19701001	4526	宮城県	栗原郡	瀬峰町	1	20151001	4213	宮城県		栗原市
1661	19701001	4527	宮城県	栗原郡	鶯沢町	1	20151001	4213	宮城県		栗原市
1662	19701001	4528	宮城県	栗原郡	金成町	1	20151001	4213	宮城県		栗原市
1663	19701001	4529	宮城県	栗原郡	志波姫町	1	20151001	4213	宮城県		栗原市
1664	19701001	4530	宮城県	栗原郡	花山村	1	20151001	4213	宮城県		栗原市
1666	19701001	4541	宮城県	登米郡	迫町	1	20151001	4212	宮城県		登米市
1667	19701001	4542	宮城県	登米郡	登米町	1	20151001	4212	宮城県		登米市
1668	19701001	4543	宮城県	登米郡	東和町	1	20151001	4212	宮城県		登米市
1669	19701001	4544	宮城県	登米郡	中田町	1	20151001	4212	宮城県		登米市
1670	19701001	4545	宮城県	登米郡	豊里町	1	20151001	4212	宮城県		登米市
1671	19701001	4546	宮城県	登米郡	米山町	1	20151001	4212	宮城県		登米市
1672	19701001	4547	宮城県	登米郡	石越町	1	20151001	4212	宮城県		登米市
1673	19701001	4548	宮城県	登米郡	南方町	1	20151001	4212	宮城県		登米市
1648	19701001	4561	宮城県	桃生郡	河北町	1	20151001	4202	宮城県		石巻市
1676	19701001	4562	宮城県	桃生郡	矢本町	1	20151001	4214	宮城県		東松島市
1649	19701001	4563	宮城県	桃生郡	雄勝町	1	20151001	4202	宮城県		石巻市
1650	19701001	4564	宮城県	桃生郡	河南町	1	20151001	4202	宮城県		石巻市
1651	19701001	4565	宮城県	桃生郡	桃生町	1	20151001	4202	宮城県		石巻市
1677	19701001	4566	宮城県	桃生郡	鳴瀬町	1	20151001	4214	宮城県		東松島市
1652	19701001	4567	宮城県	桃生郡	北上町	1	20151001	4202	宮城県		石巻市
3629	19701001	4581	宮城県	牡鹿郡	女川町	1	20151001	4581	宮城県	牡鹿郡	女川町
1653	19701001	4582	宮城県	牡鹿郡	牡鹿町	1	20151001	4202	宮城県		石巻市
2041	19701001	4601	宮城県	本吉郡	志津川町	1	20151001	4606	宮城県	本吉郡	南三陸町
1674	19701001	4602	宮城県	本吉郡	津山町	1	20151001	4212	宮城県		登米市
3155	19701001	4603	宮城県	本吉郡	本吉町	1	20151001	4205	宮城県		気仙沼市
2989	19701001	4604	宮城県	本吉郡	唐桑町	1	20151001	4205	宮城県		気仙沼市
2042	19701001	4605	宮城県	本吉郡	歌津町	1	20151001	4606	宮城県	本吉郡	南三陸町
1042	19701001	5201	秋田県		秋田市	1	20151001	5201	秋田県		秋田市
2869	19701001	5202	秋田県		能代市	1	20151001	5202	秋田県		能代市
2044	19701001	5203	秋田県		横手市	1	20151001	5203	秋田県		横手市
1911	19701001	5204	秋田県		大館市	1	20151001	5204	秋田県		大館市
1374	19701001	5205	秋田県		本荘市	1	20151001	5210	秋田県		由利本荘市
1387	19701001	5206	秋田県		男鹿市	1	20151001	5206	秋田県		男鹿市
1391	19701001	5207	秋田県		湯沢市	1	20151001	5207	秋田県		湯沢市
1396	19701001	5208	秋田県		大曲市	1	20151001	5212	秋田県		大仙市
125	19701001	5301	秋田県	鹿角郡	花輪町	1	20151001	5209	秋田県		鹿角市
126	19701001	5302	秋田県	鹿角郡	十和田町	1	20151001	5209	秋田県		鹿角市
3630	19701001	5303	秋田県	鹿角郡	小坂町	1	20151001	5303	秋田県	鹿角郡	小坂町
127	19701001	5304	秋田県	鹿角郡	尾去沢町	1	20151001	5209	秋田県		鹿角市
128	19701001	5305	秋田県	鹿角郡	八幡平村	1	20151001	5209	秋田県		鹿角市
1406	19701001	5321	秋田県	北秋田郡	鷹巣町	1	20151001	5213	秋田県		北秋田市
1912	19701001	5322	秋田県	北秋田郡	比内町	1	20151001	5204	秋田県		大館市
1407	19701001	5323	秋田県	北秋田郡	森吉町	1	20151001	5213	秋田県		北秋田市
1408	19701001	5324	秋田県	北秋田郡	阿仁町	1	20151001	5213	秋田県		北秋田市
1913	19701001	5325	秋田県	北秋田郡	田代町	1	20151001	5204	秋田県		大館市
1409	19701001	5326	秋田県	北秋田郡	合川町	1	20151001	5213	秋田県		北秋田市
3631	19701001	5327	秋田県	北秋田郡	上小阿仁村	1	20151001	5327	秋田県	北秋田郡	上小阿仁村
2777	19701001	5341	秋田県	山本郡	琴丘町	1	20151001	5348	秋田県	山本郡	三種町
2870	19701001	5342	秋田県	山本郡	二ツ井町	1	20151001	5202	秋田県		能代市
2907	19701001	5343	秋田県	山本郡	八森町	1	20151001	5349	秋田県	山本郡	八峰町
2778	19701001	5344	秋田県	山本郡	山本町	1	20151001	5348	秋田県	山本郡	三種町
2779	19701001	5345	秋田県	山本郡	八竜町	1	20151001	5348	秋田県	山本郡	三種町
3632	19701001	5346	秋田県	山本郡	藤里町	1	20151001	5346	秋田県	山本郡	藤里町
2908	19701001	5347	秋田県	山本郡	峰浜村	1	20151001	5349	秋田県	山本郡	八峰町
3633	19701001	5361	秋田県	南秋田郡	五城目町	1	20151001	5361	秋田県	南秋田郡	五城目町
1411	19701001	5362	秋田県	南秋田郡	昭和町	1	20151001	5211	秋田県		潟上市
3634	19701001	5363	秋田県	南秋田郡	八郎潟町	1	20151001	5363	秋田県	南秋田郡	八郎潟町
1412	19701001	5364	秋田県	南秋田郡	飯田川町	1	20151001	5211	秋田県		潟上市
1413	19701001	5365	秋田県	南秋田郡	天王町	1	20151001	5211	秋田県		潟上市
3635	19701001	5366	秋田県	南秋田郡	井川村	1	20151001	5366	秋田県	南秋田郡	井川町
1388	19701001	5367	秋田県	南秋田郡	琴浜村	1	20151001	5206	秋田県		男鹿市
3637	19701001	5368	秋田県	南秋田郡	大潟村	1	20151001	5368	秋田県	南秋田郡	大潟村
1043	19701001	5381	秋田県	河辺郡	河辺町	1	20151001	5201	秋田県		秋田市
1044	19701001	5382	秋田県	河辺郡	雄和村	1	20151001	5201	秋田県		秋田市
2053	19701001	5401	秋田県	由利郡	仁賀保町	1	20151001	5214	秋田県		にかほ市
2054	19701001	5402	秋田県	由利郡	金浦町	1	20151001	5214	秋田県		にかほ市
2055	19701001	5403	秋田県	由利郡	象潟町	1	20151001	5214	秋田県		にかほ市
1375	19701001	5404	秋田県	由利郡	矢島町	1	20151001	5210	秋田県		由利本荘市
